GPU_ID,Arrival_Time,Start_Time,End_Time,Training_Time,User_ID,Model_Name,Task_Id,Task_Retrain
1,1731000039.729041,1731000039.7348876,1731000048.01755,8.282662422445561,11,lucadiliello/bart-small,task_0_of_user_11,-1
2,1731000039.731983,1731000039.7352624,1731000048.467245,8.731982705116188,15,google/flan-t5-base,task_0_of_user_15,-1
3,1731000039.7320437,1731000039.7354863,1731000048.0181487,8.282662422445561,18,lucadiliello/bart-small,task_0_of_user_18,-1
4,1731000039.73239,1731000039.735749,1731000048.0184114,8.282662422445561,8,lucadiliello/bart-small,task_1_of_user_8,-1
5,1731000039.732445,1731000039.7360272,1731000048.0186896,8.282662422445561,3,lucadiliello/bart-small,task_0_of_user_3,-1
6,1731000039.7326014,1731000039.7362957,1731000048.018958,8.282662422445561,21,lucadiliello/bart-small,task_0_of_user_21,-1
7,1731000039.7328722,1731000039.7365491,1731000048.4685318,8.731982705116188,12,google/flan-t5-small,task_0_of_user_12,-1
1,1731000045.0633204,1731000048.4821422,1731000057.214125,8.731982705116188,16,google/flan-t5-base,task_1_of_user_16,-1
2,1731000047.0723126,1731000048.4829142,1731000057.214897,8.731982705116188,19,google/flan-t5-base,task_0_of_user_19,-1
3,1731000039.733698,1731000048.4831798,1731000056.7658422,8.282662422445561,10,lucadiliello/bart-small,task_0_of_user_10,-1
4,1731000039.7337494,1731000048.4834783,1731000057.215461,8.731982705116188,14,google/flan-t5-small,task_0_of_user_14,-1
5,1731000046.843095,1731000048.4837353,1731000050.3924859,1.9087504340726067,1,google/flan-t5-small,task_1_of_user_1,-1
6,1731000039.7342932,1731000048.4840043,1731000057.215987,8.731982705116188,23,google/flan-t5-small,task_0_of_user_23,-1
7,1731000039.7344365,1731000048.484282,1731000056.7669444,8.282662422445561,6,lucadiliello/bart-small,task_1_of_user_6,-1
1,1731000046.069484,1731000057.2238152,1731000065.955798,8.731982705116188,24,google/flan-t5-base,task_1_of_user_24,-1
2,1731000055.9819818,1731000057.2240827,1731000064.359991,7.135908258512444,5,google/flan-t5-base,task_2_of_user_5,-1
3,1731000039.732989,1731000057.2242973,1731000065.95628,8.731982705116188,7,google/flan-t5-base,task_0_of_user_7,-1
4,1731000039.7334096,1731000057.224478,1731000065.9564607,8.731982705116188,22,google/flan-t5-small,task_0_of_user_22,-1
