GPU_ID,Arrival_Time,Start_Time,End_Time,Training_Time,User_ID,Model_Name,Task_Id,Task_Retrain
1,1731005919.9055247,1731005919.912299,1731005920.2984543,0.3861554760443356,8,lucadiliello/bart-small,task_1_of_user_8,0
2,1731005919.9058335,1731005919.9134126,1731005920.1134126,0.2,30,google/flan-t5-small,task_0_of_user_30,0
3,1731005919.9063814,1731005919.913871,1731005920.1883454,0.2744742835034505,24,google/flan-t5-base,task_1_of_user_24,0
4,1731005919.9072251,1731005919.914314,1731005920.114314,0.2,23,google/flan-t5-small,task_0_of_user_23,0
5,1731005919.908074,1731005919.9147425,1731005920.3008978,0.3861554760443356,11,lucadiliello/bart-small,task_0_of_user_11,0
6,1731005919.9081872,1731005919.9168127,1731005920.1168127,0.2,14,google/flan-t5-small,task_0_of_user_14,0
7,1731005919.9083946,1731005919.9173057,1731005920.303461,0.3861554760443356,18,lucadiliello/bart-small,task_0_of_user_18,0
2,1731005919.9117172,1731005920.1330316,1731005920.407506,0.2744742835034505,19,google/flan-t5-base,task_0_of_user_19,0
4,1731005919.9118001,1731005920.1342766,1731005920.520432,0.3861554760443356,10,lucadiliello/bart-small,task_0_of_user_10,0
6,1731005919.9163816,1731005920.1345453,1731005920.5207007,0.3861554760443356,13,lucadiliello/bart-small,task_0_of_user_13,0
3,1731005920.134181,1731005920.2048204,1731005920.4048204,0.2,30,google/flan-t5-small,task_0_of_user_30,1
1,1731005919.9109974,1731005920.3134265,1731005920.5879009,0.2744742835034505,27,google/flan-t5-base,task_0_of_user_27,0
5,1731005919.911528,1731005920.3140829,1731005920.7002382,0.3861554760443356,2,lucadiliello/bart-small,task_1_of_user_2,0
7,1731005920.1287215,1731005920.3143566,1731005920.700512,0.3861554760443356,18,lucadiliello/bart-small,task_0_of_user_18,1
2,1731005920.3138576,1731005920.4246333,1731005920.6246333,0.2,23,google/flan-t5-small,task_0_of_user_23,3
3,1731005920.3138893,1731005920.4262645,1731005920.81242,0.3861554760443356,11,lucadiliello/bart-small,task_0_of_user_11,3
4,1731005920.4240718,1731005920.5398839,1731005920.739884,0.2,1,google/flan-t5-small,task_1_of_user_1,3
6,1731005920.424208,1731005920.5408096,1731005920.926965,0.3861554760443356,13,lucadiliello/bart-small,task_0_of_user_13,3
1,1731005920.3092403,1731005920.6014166,1731005920.987572,0.3861554760443356,8,lucadiliello/bart-small,task_1_of_user_8,2
2,1731005920.5394506,1731005920.6322813,1731005921.0184367,0.3861554760443356,21,lucadiliello/bart-small,task_0_of_user_21,5
5,1731005920.297659,1731005920.7155263,1731005920.9155264,0.2,22,google/flan-t5-small,task_0_of_user_22,2
7,1731005920.297698,1731005920.7185922,1731005921.1047475,0.3861554760443356,2,lucadiliello/bart-small,task_1_of_user_2,2
4,1731005920.6300812,1731005920.7476127,1731005921.133768,0.3861554760443356,18,lucadiliello/bart-small,task_0_of_user_18,5
3,1731005920.6280284,1731005920.8327515,1731005921.107226,0.2744742835034505,5,google/flan-t5-base,task_0_of_user_5,5
5,1731005920.8324459,1731005920.9333446,1731005921.3195,0.3861554760443356,10,lucadiliello/bart-small,task_0_of_user_10,9
6,1731005920.832675,1731005920.9357352,1731005921.1357353,0.2,30,google/flan-t5-small,task_0_of_user_30,8
1,1731005919.9118812,1731005921.0014603,1731005921.2759347,0.2744742835034505,15,google/flan-t5-base,task_0_of_user_15,0
2,1731005920.133495,1731005921.0282278,1731005921.3027022,0.2744742835034505,16,google/flan-t5-base,task_1_of_user_16,1
7,1731005921.023946,1731005921.1212027,1731005921.507358,0.3861554760443356,21,lucadiliello/bart-small,task_0_of_user_21,10
3,1731005921.024199,1731005921.1219342,1731005921.5080895,0.3861554760443356,6,lucadiliello/bart-small,task_1_of_user_6,9
4,1731005920.7160816,1731005921.1425924,1731005921.3425925,0.2,30,google/flan-t5-small,task_0_of_user_30,7
6,1731005920.7165768,1731005921.143183,1731005921.5293384,0.3861554760443356,13,lucadiliello/bart-small,task_0_of_user_13,6
1,1731005920.539621,1731005921.295184,1731005921.5696583,0.2744742835034505,29,google/flan-t5-base,task_0_of_user_29,4
2,1731005921.1415608,1731005921.3092964,1731005921.5837708,0.2744742835034505,7,google/flan-t5-base,task_0_of_user_7,12
5,1731005920.5401802,1731005921.33134,1731005921.7174954,0.3861554760443356,3,lucadiliello/bart-small,task_0_of_user_3,5
4,1731005920.425878,1731005921.3519666,1731005921.738122,0.3861554760443356,11,lucadiliello/bart-small,task_0_of_user_11,4
7,1731005921.1205044,1731005921.5203094,1731005921.9064648,0.3861554760443356,18,lucadiliello/bart-small,task_0_of_user_18,10
3,1731005921.120567,1731005921.5216463,1731005921.9078016,0.3861554760443356,8,lucadiliello/bart-small,task_1_of_user_8,10
6,1731005920.9352996,1731005921.5361822,1731005921.7361822,0.2,30,google/flan-t5-small,task_0_of_user_30,9
1,1731005920.9345946,1731005921.5798824,1731005921.8543568,0.2744742835034505,24,google/flan-t5-base,task_1_of_user_24,9
2,1731005920.935054,1731005921.5927927,1731005921.8672671,0.2744742835034505,15,google/flan-t5-base,task_0_of_user_15,8
