GPU_ID,Arrival_Time,Start_Time,End_Time,Training_Time,User_ID,Model_Name,Task_Id,Task_Retrain
1,1731006121.431308,1731006121.4373653,1731006130.169348,8.731982705116188,25,google/flan-t5-base,task_1_of_user_25,-1
2,1731006121.433103,1731006121.437657,1731006130.1696398,8.731982705116188,5,google/flan-t5-base,task_0_of_user_5,-1
3,1731006121.4332843,1731006121.4379203,1731006129.7205827,8.282662422445561,8,lucadiliello/bart-small,task_1_of_user_8,-1
4,1731006121.4338562,1731006121.4381728,1731006129.7208352,8.282662422445561,10,lucadiliello/bart-small,task_0_of_user_10,-1
5,1731006121.434635,1731006121.4383972,1731006129.7210596,8.282662422445561,2,lucadiliello/bart-small,task_1_of_user_2,-1
6,1731006121.4348834,1731006121.4386544,1731006129.7213168,8.282662422445561,6,lucadiliello/bart-small,task_1_of_user_6,-1
7,1731006121.4351957,1731006121.4389083,1731006130.170891,8.731982705116188,22,google/flan-t5-small,task_0_of_user_22,-1
1,1731006129.3484116,1731006130.1814404,1731006137.3173487,7.135908258512444,4,google/flan-t5-base,task_0_of_user_4,-1
2,1731006121.436829,1731006130.1819098,1731006138.4645722,8.282662422445561,11,lucadiliello/bart-small,task_0_of_user_11,-1
3,1731006121.4369335,1731006130.1821198,1731006138.9141026,8.731982705116188,9,google/flan-t5-base,task_0_of_user_9,-1
4,1731006121.4373353,1731006130.182428,1731006138.9144106,8.731982705116188,14,google/flan-t5-small,task_0_of_user_14,-1
5,1731006121.4355304,1731006130.1827085,1731006138.465371,8.282662422445561,13,lucadiliello/bart-small,task_0_of_user_13,-1
6,1731006121.4355855,1731006130.182993,1731006138.4656553,8.282662422445561,18,lucadiliello/bart-small,task_0_of_user_18,-1
7,1731006121.4356725,1731006130.1833506,1731006138.466013,8.282662422445561,3,lucadiliello/bart-small,task_0_of_user_3,-1
1,1731006137.1593432,1731006138.9257858,1731006147.2084482,8.282662422445561,14,lucadiliello/bart-small,task_1_of_user_14,-1
2,1731006130.1788054,1731006138.9263396,1731006147.6583223,8.731982705116188,16,google/flan-t5-base,task_1_of_user_16,-1
3,1731006130.1788619,1731006138.9265766,1731006146.062485,7.135908258512444,5,google/flan-t5-base,task_0_of_user_5,-1
4,1731006137.2206438,1731006138.9268646,1731006147.209527,8.282662422445561,17,lucadiliello/bart-small,task_2_of_user_17,-1
5,1731006130.1805067,1731006138.9271245,1731006140.835875,1.9087504340726067,2,google/flan-t5-small,task_0_of_user_2,-1
6,1731006121.4357975,1731006138.9274986,1731006147.6594813,8.731982705116188,30,google/flan-t5-small,task_0_of_user_30,-1
7,1731006121.4358168,1731006138.927776,1731006147.6597588,8.731982705116188,26,google/flan-t5-small,task_0_of_user_26,-1
2,1731006121.4364543,1731006147.6668792,1731006156.398862,8.731982705116188,15,google/flan-t5-base,task_0_of_user_15,-1
1,1731006128.384963,1731006147.6672735,1731006149.576024,1.9087504340726067,22,google/flan-t5-small,task_0_of_user_22,-1
3,1731006138.718438,1731006147.667528,1731006154.8034363,7.135908258512444,19,google/flan-t5-base,task_0_of_user_19,-1
4,1731006134.4326372,1731006147.6677604,1731006156.399743,8.731982705116188,25,google/flan-t5-small,task_0_of_user_25,-1
5,1731006136.1201282,1731006147.6679723,1731006149.5767229,1.9087504340726067,3,google/flan-t5-small,task_1_of_user_3,-1
6,1731006136.6585815,1731006147.668199,1731006155.9508615,8.282662422445561,9,lucadiliello/bart-small,task_1_of_user_9,-1
