GPU_ID,Arrival_Time,Start_Time,End_Time,Training_Time,User_ID,Model_Name,Task_Id,Task_Retrain
1,1730999258.0120153,1730999258.0133681,1730999266.2960305,8.282662422445561,2,lucadiliello/bart-small,task_1_of_user_2,-1
2,1730999258.012211,1730999258.013715,1730999282.6135888,24.59987366874482,5,google/flan-t5-base,task_0_of_user_5,-1
3,1730999258.0128942,1730999258.0139732,1730999282.613847,24.59987366874482,4,google/flan-t5-base,task_0_of_user_4,-1
4,1730999258.0132864,1730999258.0141842,1730999268.6549175,10.640733139188795,1,google/flan-t5-small,task_1_of_user_1,-1
5,1730999258.0136225,1730999258.014378,1730999266.2970405,8.282662422445561,3,lucadiliello/bart-small,task_0_of_user_3,-1
6,1730999258.7061243,1730999258.7075794,1730999269.3483126,10.640733139188795,2,google/flan-t5-small,task_0_of_user_2,-1
7,1730999258.7070537,1730999258.7079878,1730999269.348721,10.640733139188795,3,google/flan-t5-small,task_1_of_user_3,-1
1,1730999259.1636457,1730999266.3030512,1730999290.902925,24.59987366874482,5,google/flan-t5-base,task_1_of_user_5,-1
5,1730999258.7078805,1730999266.3034441,1730999274.5861065,8.282662422445561,1,lucadiliello/bart-small,task_0_of_user_1,-1
2,1730999258.7072465,1730999282.620138,1730999307.2200117,24.59987366874482,5,google/flan-t5-base,task_2_of_user_5,-1
3,1730999259.2301664,1730999282.6203868,1730999307.2202606,24.59987366874482,1,google/flan-t5-base,task_2_of_user_1,-1
