GPU_ID,Arrival_Time,Start_Time,End_Time,Training_Time,User_ID,Model_Name
5,1730638072.5075421,1730638074.5308156,1730638075.3590817,0.828266242244556,2,lucadiliello/bart-small
1,1730638070.117117,1730638074.5743058,1730638077.0342932,2.459987366874482,1,google/flan-t5-base
3,1730638070.5879416,1730638074.574674,1730638077.0346613,2.459987366874482,2,google/flan-t5-base
7,1730638073.9334815,1730638074.9880648,1730638075.816331,0.828266242244556,2,lucadiliello/bart-small
6,1730638072.6192687,1730638075.2480438,1730638076.312117,1.0640733139188794,2,google/flan-t5-small
5,1730638072.9582186,1730638075.3657017,1730638076.1939678,0.828266242244556,2,lucadiliello/bart-small
4,1730638070.3471167,1730638075.5951135,1730638076.6591868,1.0640733139188794,1,google/flan-t5-small
7,1730638072.863027,1730638075.822887,1730638076.651153,0.828266242244556,1,lucadiliello/bart-small
5,1730638072.0235932,1730638076.200203,1730638077.028469,0.828266242244556,1,lucadiliello/bart-small
6,1730638073.318209,1730638076.318179,1730638077.3822522,1.0640733139188794,2,google/flan-t5-small
7,1730638070.5886612,1730638076.6576934,1730638077.4859595,0.828266242244556,3,lucadiliello/bart-small
4,1730638073.0647488,1730638076.6651537,1730638077.729227,1.0640733139188794,1,google/flan-t5-small
2,1730638070.9531677,1730638076.7131803,1730638077.7772536,1.0640733139188794,3,google/flan-t5-small
5,1730638070.589007,1730638077.035106,1730638078.0991793,1.0640733139188794,1,google/flan-t5-small
3,1730638070.9528005,1730638077.0424335,1730638079.502421,2.459987366874482,1,google/flan-t5-base
1,1730638071.1869407,1730638077.0428064,1730638079.5027938,2.459987366874482,3,google/flan-t5-base
6,1730638070.3472543,1730638077.3891702,1730638078.4532435,1.0640733139188794,3,google/flan-t5-small
7,1730638073.1971653,1730638077.4920027,1730638078.556076,1.0640733139188794,2,google/flan-t5-small
4,1730638072.6196947,1730638077.736131,1730638078.564397,0.828266242244556,1,lucadiliello/bart-small
2,1730638069.511656,1730638077.7840924,1730638080.2440798,2.459987366874482,2,google/flan-t5-base
3,1730638070.0493834,1730638079.5105429,1730638081.9705303,2.459987366874482,2,google/flan-t5-base
1,1730638070.3464844,1730638079.5107834,1730638081.9707708,2.459987366874482,2,google/flan-t5-base
2,1730638072.5072107,1730638080.2519953,1730638082.7119827,2.459987366874482,3,google/flan-t5-base
1,1730638074.12266,1730638081.9790623,1730638084.4390497,2.459987366874482,2,google/flan-t5-base
3,1730638072.5066307,1730638081.9792638,1730638084.4392512,2.459987366874482,1,google/flan-t5-base
2,1730638072.0238955,1730638082.7199924,1730638085.1799798,2.459987366874482,3,google/flan-t5-base
1,1730638072.8627243,1730638084.4473066,1730638086.907294,2.459987366874482,2,google/flan-t5-base
3,1730638072.106798,1730638084.4476619,1730638086.9076493,2.459987366874482,1,google/flan-t5-base
2,1730638072.324784,1730638085.1879253,1730638087.6479127,2.459987366874482,2,google/flan-t5-base
1,1730638071.7531636,1730638086.9153957,1730638089.3753831,2.459987366874482,1,google/flan-t5-base
3,1730638072.200356,1730638086.9156048,1730638089.3755922,2.459987366874482,3,google/flan-t5-base
2,1730638071.656347,1730638087.6560686,1730638090.116056,2.459987366874482,2,google/flan-t5-base
