GPU_ID,Arrival_Time,Start_Time,End_Time,Training_Time,User_ID,Model_Name,Task_Id,Task_Retrain
1,1731005540.3469415,1731005540.3510213,1731005540.5510213,0.2,1,google/flan-t5-small,task_1_of_user_1,0
2,1731005540.347364,1731005540.3514018,1731005540.7375572,0.3861554760443356,11,lucadiliello/bart-small,task_0_of_user_11,0
3,1731005540.3483615,1731005540.3516958,1731005540.6261702,0.2744742835034505,9,google/flan-t5-base,task_0_of_user_9,0
4,1731005540.3494568,1731005540.3519363,1731005540.7380917,0.3861554760443356,18,lucadiliello/bart-small,task_0_of_user_18,0
5,1731005540.3496044,1731005540.3522267,1731005540.738382,0.3861554760443356,2,lucadiliello/bart-small,task_1_of_user_2,0
6,1731005540.3502102,1731005540.3525002,1731005540.7386556,0.3861554760443356,8,lucadiliello/bart-small,task_1_of_user_8,0
7,1731005540.3503203,1731005540.352714,1731005540.552714,0.2,14,google/flan-t5-small,task_0_of_user_14,0
1,1731005540.3508632,1731005540.5649648,1731005540.9511201,0.3861554760443356,6,lucadiliello/bart-small,task_1_of_user_6,0
7,1731005540.350583,1731005540.5653453,1731005540.9515007,0.3861554760443356,10,lucadiliello/bart-small,task_0_of_user_10,0
3,1731005540.5640984,1731005540.6354322,1731005540.8354323,0.2,1,google/flan-t5-small,task_1_of_user_1,1
2,1731005540.3497438,1731005540.753517,1731005541.0279913,0.2744742835034505,20,google/flan-t5-base,task_0_of_user_20,0
4,1731005540.3506367,1731005540.7543628,1731005541.1405182,0.3861554760443356,13,lucadiliello/bart-small,task_0_of_user_13,0
5,1731005540.6517735,1731005540.7545815,1731005541.1407368,0.3861554760443356,18,lucadiliello/bart-small,task_0_of_user_18,2
6,1731005540.3507006,1731005540.754803,1731005540.954803,0.2,12,google/flan-t5-small,task_0_of_user_12,0
3,1731005540.7446082,1731005540.855769,1731005541.1302433,0.2744742835034505,17,google/flan-t5-base,task_1_of_user_17,2
1,1731005540.754241,1731005540.9644673,1731005541.2389417,0.2744742835034505,19,google/flan-t5-base,task_0_of_user_19,3
6,1731005540.3508081,1731005540.9664218,1731005541.3525772,0.3861554760443356,3,lucadiliello/bart-small,task_0_of_user_3,0
7,1731005540.5629194,1731005540.966717,1731005541.3528724,0.3861554760443356,11,lucadiliello/bart-small,task_0_of_user_11,1
2,1731005540.9618602,1731005541.0417182,1731005541.4278736,0.3861554760443356,10,lucadiliello/bart-small,task_0_of_user_10,4
3,1731005541.0412624,1731005541.1462862,1731005541.5324416,0.3861554760443356,2,lucadiliello/bart-small,task_1_of_user_2,6
4,1731005541.041395,1731005541.1472428,1731005541.5333982,0.3861554760443356,13,lucadiliello/bart-small,task_0_of_user_13,6
5,1731005541.0415294,1731005541.1475797,1731005541.533735,0.3861554760443356,18,lucadiliello/bart-small,task_0_of_user_18,6
1,1731005540.635673,1731005541.253476,1731005541.5279503,0.2744742835034505,5,google/flan-t5-base,task_0_of_user_5,2
6,1731005540.7517023,1731005541.3651898,1731005541.5651898,0.2,1,google/flan-t5-small,task_1_of_user_1,3
7,1731005540.752677,1731005541.3661585,1731005541.7523139,0.3861554760443356,8,lucadiliello/bart-small,task_1_of_user_8,3
2,1731005541.2534132,1731005541.4411495,1731005541.8273048,0.3861554760443356,3,lucadiliello/bart-small,task_0_of_user_3,8
1,1731005541.0404685,1731005541.5400658,1731005541.8145401,0.2744742835034505,5,google/flan-t5-base,task_0_of_user_5,5
3,1731005541.04076,1731005541.5407743,1731005541.8152487,0.2744742835034505,7,google/flan-t5-base,task_0_of_user_7,6
4,1731005541.1374931,1731005541.5410917,1731005541.7410917,0.2,12,google/flan-t5-small,task_0_of_user_12,7
5,1731005541.1435175,1731005541.541346,1731005541.9275014,0.3861554760443356,18,lucadiliello/bart-small,task_0_of_user_18,7
6,1731005541.3645415,1731005541.5749137,1731005541.961069,0.3861554760443356,6,lucadiliello/bart-small,task_1_of_user_6,9
4,1731005540.7524192,1731005541.7559881,1731005542.1421435,0.3861554760443356,2,lucadiliello/bart-small,task_1_of_user_2,3
7,1731005541.365473,1731005541.7571332,1731005542.1432886,0.3861554760443356,11,lucadiliello/bart-small,task_0_of_user_11,9
1,1731005540.8524683,1731005541.8290484,1731005542.1035228,0.2744742835034505,19,google/flan-t5-base,task_0_of_user_19,4
2,1731005540.8544974,1731005541.8301544,1731005542.1046288,0.2744742835034505,9,google/flan-t5-base,task_0_of_user_9,4
3,1731005540.8549368,1731005541.8304055,1731005542.0304055,0.2,1,google/flan-t5-small,task_1_of_user_1,4
5,1731005540.5629594,1731005541.9421785,1731005542.3283339,0.3861554760443356,13,lucadiliello/bart-small,task_0_of_user_13,1
6,1731005541.0416617,1731005541.9691174,1731005542.3552728,0.3861554760443356,6,lucadiliello/bart-small,task_1_of_user_6,6
3,1731005540.6348755,1731005542.043542,1731005542.243542,0.2,14,google/flan-t5-small,task_0_of_user_14,2
1,1731005540.8552418,1731005542.1180484,1731005542.5042038,0.3861554760443356,18,lucadiliello/bart-small,task_0_of_user_18,4
